id	old	oldid	animal	groupid	group	stage	ra	rm	cm	ihold	rostral	medial	nav	nai	ktv	kti	ksv	ksi	smean	samp	sbend	mono_m	mono_s	poly_m	poly_s	lat_m	lat_s	stepspike	thslope
300	0	N11	20160520_4	2	Flash	49	10	2	12	-8.5	125	182	-12.9	172	26.8	94.8	-11	382	0.283333333	0.4	-0.016666667	-7.106323	3.435473	-6.143967	1.043358	254.999986	41.599999	1	0.105662
301	0	O11	20160520_4	2	Flash	49	20	4	6	-7	130	174	-23.2	190.9	17.9	315.5	-12.2	273.8	0.983333333	0.3	-0.116666667	-1.802945	2.636083	-0.812551	0.802376	333.699984	34.799999	1	0.104147
302	0	P11	20160520_4	2	Flash	49	12	2.5	9	-14	136	184	-20.3	268	20.4	298	-17.2	433.3	0.416666667	0.4	-0.116666667	-4.291789	3.80083	-3.233169	2.725761	293.199985	67.399998	2	-0.066529
303	0	Q11	20160521_4	1	Crash	49	20	5.8	7	-7.2	149	207	-20	231.6	19.6	226	-12.3	203.8	0.583333333	0.525	-0.083333333	-3.893195	1.556799	-2.146742	0.470389	296.799985	30.399999	1	0.02877
304	0	R11	20160521_4	1	Crash	49	35	1	7	-6.5	159	206	-0.4	113.8	-17.9	39.3	-10.7	318.6	0.616666667	0.55	0.05	-4.964091	2.806939	-11.110474	4.277748	237.799986	47.399999	4	0.108151
305	0	S11	20160521_4	1	Crash	49	12	4.2	6	-7	161	218	-18.3	120.4	18.7	81.6	-10.3	223.7	0.533333333	0.45	-0.066666667	-0.429043	0.628215	-1.336134	1.197459	317.699984	42.599999	1	0.083256
306	0	T11	20160521_4	1	Crash	49	11	2	12	-10	165	210	-14	389	23.9	448.9	-16.3	1374.2	0.566666667	0.55	-0.066666667	-44.706828	17.870129	-11.945691	4.71279	208.499987	37.299999	2	0.064708
307	0	U11	20160524_5	2	Flash	49	37	2.4	8	-6	117	205	-6.6	127.9	9.3	55.4	-15.9	164.6	0.283333333	0.375	-0.083333333	-6.612888	7.75226	-8.56368	8.26521	300.899985	68.499998	1	0.105565
308	0	V11	20160524_5	2	Flash	49	43	1.5	6	-21	102	196	-22.2	178.8	22.5	70.8	-16.9	351.4	0.083333333	0.125	-0.05	-0.487773	0.878205	-3.589592	0.77493	313.899984	15.4	1	0.093764
309	0	W11	20160524_5	2	Flash	49	20	2.3	9	-11	129	188	-17.8	254.2	8.9	239	-15.2	597.3	0.133333333	0.15	-0.066666667	-23.725586	4.85246	-17.822882	2.842949	268.399986	25.999999	2	0.033871
310	0	X11	20160524_5	2	Flash	49	35	2.5	8	-7	103	211	-13.6	377.9	24.6	114.6	-12.8	582.5	1.683333333	1.175	-0.116666667	-27.992215	5.180744	-5.094712	1.698459	201.399987	23.199999	4	0.099484
311	0	Y11	20160524_5	2	Flash	49	28	3.1	9	-8	126	206	-11.9	236	10.7	113.9	-10.2	545.1	NaN	NaN	NaN	-9.598796	1.565304	-7.453118	1.409262	262.299986	38.999999	1	0.168377
312	0	Z11	20160524_5	2	Flash	49	14	3.6	10	-10	138	193	-12.4	227.3	11.9	173.5	-13.6	361	0.15	0.225	-0.083333333	-18.014323	3.606401	-15.421971	2.772266	258.799986	14.8	1	0.044732
313	0	A12	20160527_5	1	Crash	49	19	4.3	9	-10	155	200	-8.3	186.2	11.9	387	-13.1	325.8	0.25	0.325	-0.116666667	-28.894246	3.525444	-12.858406	1.593481	249.699986	38.699999	1	0.022122
314	0	B12	20160527_5	1	Crash	49	13	2.4	8	-12	160	210	-7.9	125.2	21.3	278.2	-12.5	620.7	0	0	0	-19.917196	5.900601	-9.564803	1.042099	249.399986	10.3	1	0.02107
315	0	C12	20160527_5	1	Crash	49	25	3.2	6	-8	153	191	-12.9	204.9	10.8	151.6	-13.5	173.6	0.2	0.3	-0.066666667	-0.058017	0.538767	-0.44516	0.433426	328.499984	15.1	1	-0.019927
316	0	D12	20160527_5	1	Crash	49	18	1	7	-25	139	199	-12.8	206	15.2	629.4	-24.5	538.3	0.483333333	0.475	0.016666667	-7.42669	2.681124	-14.077694	2.28849	257.799986	18.4	2	0.125475
